LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
"경주 화랑루 한옥스테이","경상북도","경주시","경상북도 경주시 포석로 828-11","['없음']"
"경주 한옥 신달하우스","경상북도","경주시","경상북도 경주시 태종로700번길 6-10 (사정동)","['없음']"
"경주 잎새달 스므날","경상북도","경주시","경상북도 경주시 포석로 976-2","['없음']"
"안동 칠계재고택","경상북도","안동시","경상북도 안동시 서후면 풍산태사로 2685-64","['없음']"
"포항 포데로사 게스트하우스","경상북도","포항시 북구","경상북도 포항시 북구 중앙로298번길 4-1","['없음']"
"안동 수곡고택","경상북도","안동시","경상북도 안동시 풍천면 가일길 78","['없음']"
"경주 황리단길숙소 ㅇㅎSTAY","경상북도","경주시","경상북도 경주시 봉황로 40-1","['없음']"
"경주 더나인 한옥스테이","경상북도","경주시","경상북도 경주시 충효서악길 87","['없음']"
"경주 산죽한옥마을 스테이","경상북도","경주시","경상북도 경주시 불국로 156","['없음']"
"안동 온계종택(삼백당)","경상북도","안동시","경상북도 안동시 도산면 온혜중마길 20","['없음']"
"상주 객추촌한옥펜션","경상북도","상주시","경상북도 상주시 중동면 갱다불길 113","['없음']"
"경주 휴원 한옥스테이","경상북도","경주시","경상북도 경주시 충효서악길 154 (서악동)","['없음']"
"안동풍경호스텔 앤 라이브러리","경상북도","안동시","경상북도 안동시 노하2길 19-5 (노하동)","['없음']"
"안동 군자마을 한옥스테이","경상북도","안동시","경상북도 안동시 와룡면 군자리길 41","['없음']"
"문경 여유게스트하우스","경상북도","문경시","경상북도 문경시 중앙4길 22","['없음']"
"안동 고타야 게스트하우스","경상북도","안동시","경상북도 안동시 동흥1길 20 (동부동, 고타야)","['없음']"
"경주 황리단길 한옥스테이 엘","경상북도","경주시","경상북도 경주시 포석로1079번길 8-6","['없음']"
"경주 메종드클레어","경상북도","경주시","경상북도 경주시 북성로104번길 6","['없음']"
"경주 봉황 맨션","경상북도","경주시","경상북도 경주시 원효로 104-6","['없음']"
"경주 휴스피아","경상북도","경주시","경상북도 경주시 원화로281번길 26","['없음']"
"경주 서남산 한옥스테이","경상북도","경주시","경상북도 경주시 내남면 포석로 435-12","['없음']"
"경주 블루보트 게스트하우스","경상북도","경주시","경상북도 경주시 원화로 252-1 (황오동)","['없음']"
"경주 엔 한옥스테이","경상북도","경주시","경상북도 경주시 충효서악길 81","['없음']"
"경주 신라고택 한옥스테이","경상북도","경주시","경상북도 경주시 포석로1068번길 22-3","['없음']"
"안동 이상루 고택","경상북도","안동시","경상북도 안동시 서후면 풍산태사로 3193-6","['없음']"
"경주 스테이 낭만여행 게스트하우스","경상북도","경주시","경상북도 경주시 원효로52번길 7-1","['없음']"
"경주 갓거랑길 한옥스테이","경상북도","경주시","경상북도 경주시 갓거랑길 12","['없음']"
"경주 까사 미니호텔 & 게스트하우스","경상북도","경주시","경상북도 경주시 금성로259번길 28","['없음']"
"경주 비하우스","경상북도","경주시","경상북도 경주시 금성로 260-4","['없음']"
"안동 해적선 펜션","경상북도","안동시","경상북도 안동시 충효로 4406 (정상동)","['애견동반']"
"경주 블리스 한옥스테이","경상북도","경주시","경상북도 경주시 보불로 156","['없음']"
"안동 어울림하우스 2호점","경상북도","안동시","경상북도 안동시 남문로 6-2","['없음']"
"김천 로뎀나무 독채 스테이","경상북도","김천시","경상북도 김천시 남면 농남로 483-116","['애견동반']"
"안동 오류헌","경상북도","안동시","경상북도 안동시 임하면 기르마제길 18-15","['없음']"
"문경 진남 한옥스테이","경상북도","문경시","경상북도 문경시 마성면 진남1길 171","['없음']"
"안동 두릉구택","경상북도","안동시","경상북도 안동시 길안면 현곡길 14-4","['없음']"
"경주 고택샘당","경상북도","경주시","경상북도 경주시 내남면 망성1길 84-21","['없음']"
"경주 G HOUSE 미니호텔 & 게스트하우스","경상북도","경주시","경상북도 경주시 원효로26번길 10","['없음']"
"경주 소금강산 게스트하우스","경상북도","경주시","경북 경주시 산업로 4360-18 (용강동)","['없음']"
"봉화 만회고택","경상북도","봉화군","경상북도 봉화군 봉화읍 바래미1길 51","['없음']"
"안동 송계헌 한옥스테이","경상북도","안동시","경상북도 안동시 풍천면 병산길 332","['없음']"
"경주 비엔지하우스","경상북도","경주시","경상북도 경주시 북성로105번길 9","['없음']"
"경주 포시즌 유스호스텔","경상북도","경주시","경상북도 경주시 영불로 217 (진현동)","['애견동반']"
"경주 셔블 한옥스테이","경상북도","경주시","경상북도 경주시 포석로1092번길 26-1 (황남동)","['없음']"
"경주 첨성관 한옥스테이","경상북도","경주시","경상북도 경주시 쪽샘길 9","['없음']"
"봉화 소강고택","경상북도","봉화군","경상북도 봉화군 봉화읍 바래미길 22","['없음']"
"경주 문화공간 진 한옥스테이","경상북도","경주시","경상북도 경주시 동성로 83","['없음']"
"경주 나들한옥 한옥스테이","경상북도","경주시","경상북도 경주시 쪽샘길 4-1 (인왕동)","['없음']"
"경주 구릉연가","경상북도","경주시","경상북도 경주시 서악4길 44-2","['없음']"
"경주 서라벌 한옥관","경상북도","경주시","경상북도 경주시 태종로700번길 7-2 (사정동)","['없음']"
"상주 한옥","경상북도","상주시","경상북도 상주시 사벌국면 사벌로 193-8","['없음']"
"경주 동파랑","경상북도","경주시","경상북도 경주시 양정로98번길 16-6","['없음']"
"안동 죽헌 고택","경상북도","안동시","경상북도 안동시 서후면 태장죽헌길 24","['없음']"
"청송 하은당","경상북도","청송군","경상북도 청송군 파천면 송소고택길 3","['없음']"
"경주 풍뎅이 호스텔","경상북도","경주시","경상북도 경주시 태종로699번길 14","['없음']"
"경주 도란도란 한옥스테이","경상북도","경주시","경상북도 경주시 첨성로 165-10","['없음']"
"경주 발렌타인 스테이","경상북도","경주시","경상북도 경주시 보문로 465-28","['없음']"
"경주 불국사 한옥 동오당","경상북도","경주시","경상북도 경주시 진티길 5-58","['없음']"
"경주 라온 한옥스테이","경상북도","경주시","경상북도 경주시 금성로182번길 11-8","['없음']"
"경주 서악연가","경상북도","경주시","경상북도 경주시 서악4길 45-10","['없음']"
"경주 서울유스호스텔","경상북도","경주시","경상북도 경주시 불국신택지4길 34","['없음']"
"경주 한옥스테이 달리","경상북도","경주시","경상북도 경주시 포석로1050번길 40-1","['없음']"
"경주 스테이 안김","경상북도","경주시","경상북도 경주시 첨성로99번길 30-6","['없음']"
"경주 나무 게스트하우스","경상북도","경주시","경북 경주시 원효로 52 번길 25","['없음']"
"청도 뽀야네 민박집","경상북도","청도군","경상북도 청도군 매전면 모은정길 10","['없음']"
"포항 릴리 게스트하우스","경상북도","포항시 북구","경상북도 포항시 북구 해안로 57-2 (항구동)","['없음']"
"안동 정재종택","경상북도","안동시","경상북도 안동시 임동면 경동로 2661-8","['없음']"
"김천 황토한옥민박","경상북도","김천시","경상북도 김천시 구성면 마산2길 10-3","['없음']"
"경주 브이 게스트하우스","경상북도","경주시","경상북도 경주시 원효로 239","['없음']"
"안동 수애당","경상북도","안동시","경상북도 안동시 임동면 수곡용계로 1714-11","['없음']"
"경주 옥산서원길 게스트하우스","경상북도","경주시","경상북도 경주시 안강읍 옥산서원길 217","['없음']"
"경주 노블리안 형산 독채 한옥 풀빌라","경상북도","경주시","경상북도 경주시 강동면 부조중명길 362-31","['애견동반']"
"경주 낙안재 한옥스테이","경상북도","경주시","경상북도 경주시 사정로 46-23","['없음']"
"안동 구담정사 고택","경상북도","안동시","경상북도 안동시 풍천면 구담배나들길 33-12","['없음']"
"광주 별밤 게스트하우스","광주광역시","북구","광주광역시 북구 경양로147번길 8-6","['없음']"
"광주 다솜채 한옥스테이","광주광역시","광산구","광주광역시 광산구 내상로51번길 27 (송정동)","['없음']"
"광주 145 게스트하우스","광주광역시","동구","광주광역시 동구 구성로194번길 19 (대인동)","['없음']"
"광주 아리네 게스트하우스","광주광역시","남구","광주광역시 남구 천변좌로428번길 6 (양림동)","['없음']"
"광주 Rose house(장미옥)","광주광역시","동구","광주광역시 동구 필문대로 210-6","['없음']"
"광주 조아 게스트하우스","광주광역시","광산구","광주광역시 광산구 신도산길 52","['없음']"
"광주 뉴광주 게스트하우스","광주광역시","북구","광주광역시 북구 서암대로289번길 9","['없음']"
"광주 김냇과 게스트하우스","광주광역시","동구","광주광역시 동구 구성로204번길 13","['없음']"
"광주 groundfour 게스트하우스","광주광역시","동구","광주광역시 동구 서석로 85","['없음']"
"광주 오아시타 호스텔","광주광역시","동구","광주광역시 동구 동명로20번길 20","['없음']"
"대구 글렌즈 게스트하우스","대구광역시","중구","대구광역시 중구 달구벌대로445길 16-13","['없음']"
"대구 공감 게스트하우스","대구광역시","중구","대구광역시 중구 중앙대로79길 32","['없음']"
"대구 동성로 제로 게스트하우스","대구광역시","중구","대구광역시 중구 동성로12길 9 (동문동) 2F~3F","['없음']"
"대구 만나 게스트하우스","대구광역시","중구","대구광역시 중구 명륜로 121-37 (봉산동)","['없음']"
"대구 봄고로 게스트하우스","대구광역시","중구","대구광역시 중구 종로 23-23","['없음']"
"대구 교동 게스트하우스","대구광역시","중구","대구광역시 중구 중앙대로 446-2 (화전동)","['없음']"
"대구 서문 한옥게스트하우스","대구광역시","중구","대구광역시 중구 큰장로24길 26 (대신동)","['없음']"
"대구 스타비엔비","대구광역시","중구","대구광역시 중구 국채보상로 562","['없음']"
"대구 안 한옥스테이","대구광역시","중구","대구광역시 중구 국채보상로149길 98","['없음']"
"대구 한옥 1957","대구광역시","중구","대구 중구 국채보상로 101길 20-2","['없음']"
"대전 달빛스테이 게스트하우스","대전광역시","중구","대전광역시 중구 수침로 67 (태평동)","['없음']"
"대전 하늘정원 게스트하우스","대전광역시","중구","대전광역시 중구 보문로230번길 40 (대흥동)","['없음']"
"대전 유성 베가시티 레지던스","대전광역시","유성구","대전광역시 유성구 계룡로141번길 13-5","['없음']"
"부산 캘리 호스텔 서면점","부산광역시","부산진구","부산광역시 부산진구 새싹로14번길 30","['없음']"
"부산 세리인 게스트하우스","부산광역시","부산진구","부산광역시 부산진구 서면문화로 25-1 (부전동)","['없음']"
"부산 놀 게스트하우스","부산광역시","중구","부산광역시 중구 광복로 21-3","['없음']"
"부산 펀스테이 게스트하우스","부산광역시","중구","부산광역시 중구 구덕로 30","['없음']"
"부산 오렌지 게스트하우스 부산역점","부산광역시","동구","부산광역시 동구 중앙대로196번길 12-7","['없음']"
"부산 블루보트 게스트하우스 해운대점","부산광역시","해운대구","부산광역시 해운대구 중동1로 13-4 (우동)","['없음']"
"부산 휴플러스 게스트하우스","부산광역시","중구","부산광역시 중구 중앙대로 24","['없음']"
"부산 블루백팩커스 게스트하우스","부산광역시","부산진구","부산광역시 부산진구 신천대로102번길 8-8 (부전동)","['없음']"
"해운대 캔버스 호스텔","부산광역시","해운대구","부산광역시 해운대구 해운대해변로197번길 13","['없음']"
"부산 첵앤아웃 호스텔","부산광역시","중구","부산광역시 중구 초량중로 8-1 (영주동)","['없음']"
"부산역 모찌호스텔","부산광역시","동구","부산 동구 중앙대로196번길 16-12 (초량동)","['없음']"
"24게스트하우스 서면점","부산광역시","부산진구","부산 부산진구 신천대로62번길 46 (부전동)","['없음']"
"부산 이지스테이 남포점 게스트하우스","부산광역시","중구","부산 중구 광복로67번길 30-13 (광복동 3가)","['없음']"
"부산 숙박닷컴 게스트하우스","부산광역시","동구","부산광역시 동구 초량중로 60","['없음']"
"광안리 제이스테이 게스트하우스","부산광역시","수영구","부산광역시 수영구 남천바다로 31-1 (광안동)","['없음']"
"해운대 Y 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 중동1로 11-1 3층","['없음']"
"김치 부산 서면 게스트하우스","부산광역시","부산진구","부산광역시 부산진구 황령대로7번길 20-8 (범천동)","['없음']"
"광안리 더뷰 호스텔","부산광역시","수영구","부산광역시 수영구 남천바다로33번길 47 (광안동)","['없음']"
"부산 더파크 게스트하우스","부산광역시","수영구","부산광역시 수영구 광남로 151 (광안동)","['없음']"
"부산 방가방가 게스트하우스","부산광역시","사하구","부산광역시 사하구 감내1로224번길 7","['없음']"
"해운대 오게스트","부산광역시","해운대구","부산광역시 해운대구 구남로8번길 11 (우동)","['없음']"
"부산 이코노미 해운대 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 구남로12번길 11 (우동)","['없음']"
"마마 게스트하우스 해운대점","부산광역시","해운대구","부산광역시 해운대구 중동1로 40 (중동)","['없음']"
"게스트하우스코리아 부산역","부산광역시","동구","부산광역시 동구 중앙대로 232 (초량동)","['없음']"
"부산역 단테하우스 게스트하우스","부산광역시","동구","부산광역시 동구 초량로13번길 54 (초량동)","['없음']"
"부산 소호스텔","부산광역시","동구","부산광역시 동구 중앙대로226번길 3-2 (초량동)","['없음']"
"파밀리에 게스트하우스 부산역","부산광역시","동구","부산광역시 동구 중앙대로214번길 3-4 (초량동)","['없음']"
"부산 광안리 솔 게스트하우스","부산광역시","수영구","부산광역시 수영구 광안로62번길 1 (광안동)","['없음']"
"부산 게스트하우스 어반","부산광역시","수영구","부산광역시 수영구 광안해변로295번길 4-7 (민락동)","['없음']"
"원웨이 게스트하우스 부산","부산광역시","동구","부산광역시 동구 중앙대로196번길 6-3","['없음']"
"K 게스트하우스 서면점","부산광역시","부산진구","부산광역시 부산진구 신천대로62번길 44 (부전동)","['없음']"
"부산 나이브 트래블러","부산광역시","해운대구","부산광역시 해운대구 구남로29번길 32 (중동)","['없음']"
"부산 코인 독채하우스","부산광역시","서구","부산광역시 서구 대영로 39 (서대신동 2가, 동일빌딩)","['없음']"
"부산 플레아드블랑 호텔&게스트하우스","부산광역시","해운대구","부산광역시 해운대구 해운대해변로298번길 29 (중동)","['없음']"
"부산 팝콘 호스텔","부산광역시","해운대구","부산광역시 해운대구 해운대해변로 321 (중동)","['없음']"
"부산 프라임 관광호텔&게스트하우스","부산광역시","동구","부산광역시 동구 중앙대로 399 (수정동)","['없음']"
"부산 마루하우스","부산광역시","해운대구","부산광역시 해운대구 송정중앙로 40-28 (송정동)","['없음']"
"부산 워라밸 게스트하우스","부산광역시","동구","부산광역시 동구 초량중로 11 (초량동)","['없음']"
"김치 게스트하우스 해운대점","부산광역시","해운대구","부산광역시 해운대구 해운대해변로221번길 16-1 (우동)","['없음']"
"부산 온팍스 레지던스","부산광역시","동구","부산광역시 동구 중앙대로196번길 16-12 (초량동)","['없음']"
"부산 이바구캠프","부산광역시","동구","부산광역시 동구 망양로525번길 28","['없음']"
"부산 자다앤가다","부산광역시","해운대구","부산광역시 해운대구 중동1로 45","['없음']"
"부산 MK게스트하우스","부산광역시","중구","부산광역시 중구 보수대로44번길 5","['없음']"
"부산 엘레펀트 게스트하우스","부산광역시","중구","부산광역시 중구 광복로85번길 15-1","['없음']"
"부산 단테하우스","부산광역시","동구","부산광역시 동구 초량로13번길 58","['없음']"
"부산 해운대 펜트하우스","부산광역시","해운대구","부산광역시 해운대구 중동1로 17","['없음']"
"부산 그린 스테이 인 해운대","부산광역시","해운대구","부산광역시 해운대구 우동1로85번길 12-6","['없음']"
"부산 더베이 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 구남로41번길 17","['없음']"
"부산 플레아드블랑 해운대","부산광역시","해운대구","부산광역시 해운대구 해운대해변로298번길 29","['없음']"
"부산 쏘타컬렉션 더 오시리아","부산광역시","기장군","부산광역시 기장군 기장읍 동부산관광7로 17","['없음']"
"부산 쏘타컬렉션 더 테라스","부산광역시","수영구","부산광역시 수영구 광남로94번길 16","['없음']"
"부산 시프트도어 레지던스 하리","부산광역시","영도구","부산광역시 영도구 동삼오션로 58","['없음']"
"부산 말리꽃 펜트 하우스","부산광역시","중구","부산광역시 중구 광복로 88","['없음']"
"부산 파크갤러리아 게스트하우스","부산광역시","서구","부산광역시 서구 암남공원로 77","['없음']"
"해운대 캔버스 호스텔블랙","부산광역시","해운대구","부산광역시 해운대구 해운대해변로197번길 14 (캔버스)","['없음']"
"부산 반딧불이 스테이","부산광역시","기장군","부산광역시 기장군 장안읍 기룡1길 43-8","['없음']"
"부산 디어문 게스트하우스","부산광역시","중구","부산광역시 중구 비프광장로 14-2","['없음']"
"부산 신세계 민박 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 송정중앙로36번길 11-9","['없음']"
"부산 송정 마루 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 송정광어골로 45","['없음']"
"부산 오름 레지던스 호텔","부산광역시","동구","부산광역시 동구 중앙대로180번길 16-8","['없음']"
"부산 싱글싱글호스텔","부산광역시","동구","부산광역시 동구 초량중로 18-1","['없음']"
"광안리 언플랜드88 게스트하우스","부산광역시","수영구","부산광역시 수영구 남천바다로33번길 47 (마린빌딩)","['없음']"
"부산 킹콩 게스트하우스","부산광역시","해운대구","부산광역시 해운대구 구남로41번길 46","['없음']"
"부산 상상마당 부산스테이","부산광역시","부산진구","부산광역시 부산진구 서면로 39","['없음']"
"부산 유니크스테이","부산광역시","부산진구","부산광역시 부산진구 부전로 59","['없음']"
"부산 광안리 오션투헤븐 호텔","부산광역시","수영구","부산광역시 수영구 광안해변로 278번길 42","['없음']"
"부산 마레","부산광역시","수영구","부산광역시 수영구 남천바다로 30","['없음']"
"부산 더비에스 호텔","부산광역시","동구","부산광역시 동구 중앙대로 236번길 7-11","['없음']"
"부산 서면 엘레펀트 스테이","부산광역시","부산진구","부산광역시 부산진구 중앙대로 691번가길 24-12","['없음']"
"부산 해운대 소사이어티 호텔","부산광역시","해운대구","부산광역시 해운대구 구남로 12번길 37","['없음']"
"광안리 스튜디오202","부산광역시","수영구","부산광역시 수영구 남천바다로33번길 35","['없음']"
"부산 옐로우라이트 하우스","부산광역시","수영구","부산광역시 수영구 광안해변로370번길 9-32","['애견동반']"
"부산 광안273","부산광역시","수영구","부산광역시 수영구 광안해변로 273","['없음']"
"부산 K게스트하우스 프리미엄 남포","부산광역시","중구","부산시 중구 남포길40-2","['없음']"
"부산 다란향 한옥스테이","부산광역시","기장군","부산광역시 기장군 정관읍 곰내길 626-7","['없음']"
"이태원 G게스트하우스","서울특별시","용산구","서울특별시 용산구 보광로60길 14-38","['없음']"
"서울 빅존스 플레이스 게스트하우스","서울특별시","강남구","서울특별시 강남구 강남대로110길 31-1 (역삼동)","['없음']"
"종로 수송 게스트하우스","서울특별시","종로구","서울특별시 종로구 율곡로4길 59","['없음']"
"서울 오요호스텔 동대문1","서울특별시","종로구","서울특별시 종로구 대학로2길 25-2, 2~4층 (호제동)","['없음']"
"역삼 아르누보씨티 레지던스","서울특별시","강남구","서울특별시 강남구 언주로 506","['없음']"
"서울 오요호스텔 명동3","서울특별시","중구","서울특별시 중구 명동10길 35-20","['없음']"
"서초 인투라온 호텔 앤 레지던스","서울특별시","서초구","서울특별시 서초구 효령로53길 50","['없음']"
"24게스트하우스 명동타운점","서울특별시","중구","서울특별시 중구 퇴계로 61 (남창동)","['없음']"
"홍대 예포 게스트하우스","서울특별시","서대문구","서울특별시 서대문구 성산로7안길 8 (연희동)","['없음']"
"종로 제로미네 호스텔2","서울특별시","종로구","서울특별시 종로구 종로62길 17","['없음']"
"동대문 스타호스텔 스위트","서울특별시","종로구","서울특별시 종로구 대학로2길 15","['없음']"
"이태원 요트 게스트하우스","서울특별시","용산구","서울특별시 용산구 이태원로23길 23 (이태원동)","['없음']"
"홍대 나비 호스텔","서울특별시","마포구","서울특별시 마포구 양화로 177-1","['없음']"
"종로 통인1939 한옥스테이","서울특별시","종로구","서울특별시 종로구 자하문로 33-7","['애견동반']"
"종로 달지 게스트하우스","서울특별시","종로구","서울특별시 종로구 종로17길 46","['없음']"
"서울 아띠 게스트하우스","서울특별시","중구","서울특별시 중구 서애로 22-1 (필동 3가)","['없음']"
"홍대 헤이마 게스트하우스","서울특별시","마포구","서울특별시 마포구 와우산로29마길 15-7","['없음']"
"서울 썬시티 게스트하우스","서울특별시","강남구","서울특별시 강남구 강남대로146길 7-12","['없음']"
"북촌 다온 한옥게스트하우스","서울특별시","종로구","서울특별시 종로구 계동길 85-5","['없음']"
"서촌 누하당 한옥스테이","서울특별시","종로구","서울특별시 종로구 필운대로 49-7 (누하동)","['없음']"
"서울 둥글하우스","서울특별시","관악구","서울특별시 관악구 남부순환로247가길 22","['없음']"
"용산 하우재 게스트하우스","서울특별시","용산구","서울특별시 용산구 한강대로62나길 11 (한강로 1가)","['없음']"
"서촌 비빔밥 한옥스테이","서울특별시","종로구","서울특별시 종로구 사직로9가길 5-7","['없음']"
"서울 그랜드호스텔 이대","서울특별시","서대문구","서울특별시 서대문구 신촌로 155","['없음']"
"종로 유진 한옥스테이","서울특별시","종로구","서울특별시 종로구 혜화로12길 36","['없음']"
"종로 풀리 미니호텔","서울특별시","종로구","서울특별시 종로구 종로18길 5","['없음']"
"남산 포레스트 게스트하우스","서울특별시","중구","서울특별시 중구 퇴계로14길 29 (남산동 1가)","['애견동반']"
"서울 명동 게스트하우스 꼬모","서울특별시","중구","서울특별시 중구 퇴계로24길 12 (남산동 3가)","['없음']"
"종로 인사동 호스텔","서울특별시","종로구","서울특별시 종로구 인사동14길 48","['없음']"
"종로 풍경 한옥스테이","서울특별시","종로구","서울특별시 종로구 성균관로 32-6","['없음']"
"마곡 더퍼스트 스테이 레지던스","서울특별시","강서구","서울특별시 강서구 마곡동로4길 23","['없음']"
"종로 비바라비다 인생만세","서울특별시","종로구","서울특별시 종로구 율곡로 110-15","['없음']"
"홍대 인 게스트하우스","서울특별시","마포구","서울특별시 마포구 성미산로1길 68 (성산동)","['없음']"
"호스텔 베네 롯데타워점","서울특별시","송파구","서울특별시 송파구 오금로11길 29-15 (방이동)","['없음']"
"서울 명동 게스트하우스","서울특별시","중구","서울특별시 중구 퇴계로24길 2-7","['없음']"
"서울 꼬모까사 레지던스","서울특별시","중구","서울특별시 중구 충무로 24","['없음']"
"명동 쓰리게스트하우스","서울특별시","중구","서울특별시 중구 소공로6길 34","['없음']"
"필스테이 명동메트로점","서울특별시","중구","서울특별시 중구 명동10길 19-3 (명동 2가)","['없음']"
"명동 필스테이 부띠끄","서울특별시","중구","서울특별시 중구 퇴계로16길 11","['없음']"
"K 게스트하우스 동대문 프리미엄","서울특별시","중구","서울특별시 중구 장충단로 213 (광희동 2가)","['없음']"
"서울 드림 게스트하우스","서울특별시","중구","서울특별시 중구 퇴계로6길 22-1","['없음']"
"서울 다산 하우스","서울특별시","강서구","서울특별시 강서구 송정로 70","['없음']"
"서촌 소소하우스 게스트하우스","서울특별시","종로구","서울특별시 종로구 필운대로5가길 16-5 (누하동)","['없음']"
"K-그랜드 호스텔 동대문","서울특별시","성동구","서울특별시 성동구 왕십리로 339-1","['없음']"
"종로 순라스테이","서울특별시","종로구","서울특별시 종로구 율곡로10길 17","['없음']"
"종로 세화 호스텔","서울특별시","종로구","서울특별시 종로구 삼일대로32가길 50 (익선동)","['없음']"
"김포공항 나나 게스트하우스","서울특별시","강서구","서울특별시 강서구 공항대로5길 34 (공항동)","['없음']"
"서울 오요호스텔 명동1","서울특별시","중구","서울특별시 중구 명동8길 21-7","['없음']"
"명동 칼리스타","서울특별시","중구","서울특별시 중구 명동7길 21","['없음']"
"종로 연당 한옥스테이","서울특별시","종로구","서울특별시 종로구 계동6길 3 (계동)","['없음']"
"24게스트하우스 잠실점","서울특별시","송파구","서울시 송파구 백제고분로 22길 5","['없음']"
"서울역 아로하 게스트하우스","서울특별시","용산구","서울특별시 용산구 후암로57길 35-8","['없음']"
"서울 한옥스테이 jnpstay","서울특별시","종로구","서울특별시 종로구 자하문로1나길 7-28","['없음']"
"북촌 연우 한옥스테이","서울특별시","종로구","서울특별시 종로구 북촌로12길 5-13","['없음']"
"종로 미담 한옥스테이","서울특별시","종로구","서울특별시 종로구 북촌로6길 25-6","['없음']"
"서울 호스텔 하루","서울특별시","종로구","서울특별시 종로구 청계천로 61 (관철동)","['없음']"
"연남 더블라썸 게스트하우스","서울특별시","마포구","서울특별시 마포구 동교로45길 3-6","['없음']"
"북촌 학민재 한옥스테이","서울특별시","종로구","서울특별시 종로구 북촌로11가길 28-2","['없음']"
"서울숲 스테이","서울특별시","성동구","서울특별시 성동구 왕십리로 108-1","['없음']"
"영등포 다다름 게스트하우스","서울특별시","영등포구","서울특별시 영등포구 신길로37길 13-2 (신길동)","['없음']"
"홍대 다우하우스 1","서울특별시","마포구","서울특별시 마포구 와우산로29나길 12","['없음']"
"동대문 어반아트스테이","서울특별시","중구","서울특별시 중구 마장로9길 49-19","['없음']"
"홍대 화이트테일 게스트하우스","서울특별시","마포구","서울특별시 마포구 동교로38안길 8-1 (연남동)","['없음']"
"명동 루프탑 호스텔","서울특별시","중구","서울특별시 중구 퇴계로20길 47","['없음']"
"북촌 201 한옥스테이","서울특별시","종로구","서울특별시 종로구 북촌로 40-3","['없음']"
"홍대 몽하우스","서울특별시","마포구","서울특별시 마포구 와우산로 162-8","['없음']"
"서울 올리브호스텔 명동","서울특별시","중구","서울특별시 중구 소공로6길 38","['없음']"
"여의도 더 코노셔 레지던스","서울특별시","영등포구","서울특별시 영등포구 국회대로68길 24","['없음']"
"명동 더 로드 호스텔","서울특별시","중구","서울특별시 중구 소공로6길 13-8","['없음']"
"서울 나루 호스텔","서울특별시","마포구","서울특별시 마포구 마포대로12길 31","['없음']"
"홍대 하오 게스트하우스","서울특별시","마포구","서울특별시 마포구 와우산로38길 13","['없음']"
"서울 24게스트하우스 명동에비뉴","서울특별시","중구","서울특별시 중구 남대문로1길 6","['없음']"
"신촌 오빠호스텔&게스트하우스","서울특별시","서대문구","서울특별시 서대문구 연세로2나길 18-5","['없음']"
"서울 벙크 게스트하우스","서울특별시","마포구","서울특별시 마포구 와우산로29라길 19-1 (서교동)","['없음']"
"서울 빅 스테이","서울특별시","중구","서울특별시 중구 난계로21길 63","['없음']"
"K 스테이 게스트하우스 명동 1호점","서울특별시","중구","서울특별시 중구 명동8가길 61 금성빌딩","['없음']"
"서울 큐브 종로","서울특별시","종로구","서울특별시 종로구 삼일대로17길 51 (스타골드빌딩)","['없음']"
"서울 오요5호스텔 명동","서울특별시","중구","서울특별시 중구 퇴계로18길 43","['없음']"
"종로 엠제이 스테이 1호점","서울특별시","종로구","서울특별시 종로구 삼일대로17길 51","['없음']"
"서울 한스하우스","서울특별시","종로구","서울 종로구 자하문로1다길 20","['없음']"
"합정 스티치스 게스트하우스","서울특별시","마포구","서울특별시 마포구 포은로2나길 46 (합정동)","['없음']"
"서울 코스테이 호스텔 서울역점 (숙대)","서울특별시","용산구","서울특별시 용산구 한강대로92길 3-6","['없음']"
"홍대 코코아 게스트하우스","서울특별시","마포구","서울특별시 마포구 와우산로17길 19-9","['없음']"
"홍대 롬바드 게스트하우스","서울특별시","마포구","서울특별시 마포구 동교로16길 17 (서교동)","['없음']"
"24게스트하우스 서울역점","서울특별시","용산구","서울특별시 용산구 후암로57길 41","['없음']"
"명동 원투쓰리 게스트하우스","서울특별시","중구","서울특별시 중구 소공로6길 32-4","['없음']"
"은평 채효당 한옥스테이","서울특별시","은평구","서울특별시 은평구 진관길 11-30","['없음']"
"명동 더큐브 호텔형 게스트하우스","서울특별시","중구","서울특별시 중구 퇴계로20길 31 (남산동 2가)","['없음']"
"서울 스텝인 명동","서울특별시","중구","서울특별시 중구 명동길 55","['없음']"
"간절곶 배꽃마을 스테이","울산광역시","울주군","울산광역시 울주군 서생면 해맞이로 1232","['없음']"
"영남 알프스 션하우스","울산광역시","울주군","울산광역시 울주군 상북면 거리지곡1길 25-25","['없음']"
"울산 54 게스트하우스","울산광역시","울주군","울산광역시 울주군 언양읍 내곡길 54","['없음']"
"울산 포엔식스 게스트하우스","울산광역시","남구","울산광역시 남구 삼산로317번길 12-2","['없음']"
"울산 삼호 철새마을 게스트하우스","울산광역시","남구","울산광역시 남구 눌재로4번길 39","['없음']"
